role,ident,smiles
active,CHEMBL179123,CCOc4cc3ncc(C#N)c(Nc2ccc(OCC1CCCCC1)c(Cl)c2)c3cc4NC(=O)\C=C\CN(C)C
active,CHEMBL31276,CN(C)C/C=C/C(=O)Nc3cc2c(Nc1cccc(Br)c1)c(C#N)cnc2cn3
active,CHEMBL204467,OCc4ccc(C#Cc1cncnc1Nc3ccc(OCc2cccc(F)c2)c(Cl)c3)o4
active,CHEMBL415738,Cc2cccc(Nc1cc(NCCO)ncn1)c2
active,CHEMBL69960,Cc2cc(C(=O)N1CCOCC1)[nH]c2\C=c4/c(=O)[nH]c5ncnc(Nc3ccc(F)c(Cl)c3)c45
active,CHEMBL360958,CCOc4cc3ncc(C#N)c(Nc2ccc(OCc1ccccc1)c(Cl)c2)c3cc4NC(=O)\C=C\CN5CCCCC5
active,CHEMBL53426,Brc4cccc(Nc2ncnc3cnc(NCCc1c[nH]cn1)nc23)c4
active,CHEMBL417420,Brc4cccc(Nc2ncnc3cnc(NCCCN1CCOCC1)nc23)c4
active,CHEMBL461113,Nc3ncnc(Nc2ccc(OCc1ccccc1)c(Cl)c2)c3C(=O)OCCN4CCOCC4
active,CHEMBL51228,Brc4cccc(Nc2ncnc3cnc(NCCCn1ccnc1)nc23)c4
active,CHEMBL578255,CCC5=C1C(N=CN=C1Nc4ccc3n(Cc2ccccc2)ncc3c4)N=C5NC(=O)OCCN6CCOCC6
active,CHEMBL250923,COc3cc2ncnc(\C=C\CCc1ccccc1)c2cc3OC
active,CHEMBL155100,Brc4cccc(Nc1ncnc3c1ccc2[nH]cnc23)c4
active,CHEMBL180227,COc5cc4ncc(C#N)c(Nc3ccc2n(Cc1ccccc1)ncc2c3)c4cc5NC(=O)\C=C\CN(C)C
active,CHEMBL247127,C6CO[C@H](COCc4ccn5ncnc(Nc3ccc2n(Cc1cccnc1)ncc2c3)c45)CN6
active,CHEMBL378370,COc3cc2ncnc(Nc1cccc(Cl)c1F)c2cc3CN(C)C4CCNC4=O
active,CHEMBL251123,CCOc3cc2ncnc(\C=C\CCCc1ccccc1)c2cc3OCC
active,CHEMBL1173718,Cc1ncc(N(=O)=O)n1CCOC(=O)\C=C\c3ccc(c2ccccc2)cc3
active,CHEMBL76444,CN(c1cccc(Cl)c1)c2[nH]cnc3nc(C)c(C)c23
active,CHEMBL243410,CCOc3cc2ncnc(Nc1cc(=O)c(OC(CF)CF)cc1=O)c2cc3NC(=O)\C=C\CN(C)C
active,CHEMBL265629,Fc6cccc(Cn4ncc5cc(Nc2ncnn3ccc(CN1CCNC(=O)C1)c23)ccc45)c6
active,CHEMBL250524,COc3cc2ncnc(C#CC(C)(C)N(C)c1ccccc1)c2cc3OC
active,CHEMBL510597,Brc4cccc(Nc2ncnc3cnc(C(CCCN1CCOCC1)C(=O)C=C)cc23)c4
active,CHEMBL178312,CCOc4cc3ncc(C#N)c(Nc2ccc(OCc1ccccc1)c(Cl)c2)c3cc4NC(=O)\C=C\CN5CCCC5
active,CHEMBL490496,Fc4ccc(Cc2ncnc3cc(\C=C\CCN1CCOCC1)c(NC(=O)C=C)nc23)cc4Cl
active,CHEMBL461967,COc3cc2ncnc(Nc1ccc(F)c(Cl)c1)c2cc3CNC(=O)[C@H]4CCCCN4C
active,CHEMBL153419,C(Nc2ncnc3c1ccccc1sc23)c4ccccc4
active,CHEMBL126192,CCOc4cc3ncnc(Nc2cccc(c1nccs1)c2)c3cc4OCC
active,CHEMBL279334,CS(=O)(=O)CNCCCCOc4ccc3ncnc(Nc2ccc(S(=O)(=O)c1ccccc1)cc2)c3c4
active,CHEMBL213007,COc3cc2ncnc(Nc1cc(Cl)ccc1F)c2cc3OC4CCN(S(C)(=O)=O)CC4
active,CHEMBL380972,COc4cc3CNc2c(Nc1cccc(Br)c1)ncnc2Oc3cc4OC
active,CHEMBL91428,COc4cc3ncnc(Nc2cc1ccccc1cn2)c3cc4OC
active,CHEMBL327023,Brc4cccc(Nc2c(C#N)cnc3ccc(NC(=O)C#CCN1CCSCC1)cc23)c4
active,CHEMBL299672,COc3cc2ncnc(Nc1ccc(F)c(Cl)c1)c2cc3OCCCN4CCCC4
active,CHEMBL444619,COc5cc(ON1CCC(C)CC1)c4c(Nc3ccc(OCc2ccccn2)c(Cl)c3)ncnc4c5
active,CHEMBL474524,COc4cc3ncnc(c1c[nH]c2cc(F)c(Cl)cc12)c3cc4OCCCN5CCOCC5
active,CHEMBL396079,C6CO[C@H](COCc4ccn5ncnc(Nc3ccc2n(Cc1ccccn1)ncc2c3)c45)CN6
active,CHEMBL428741,CCOc4cc3ncnc(Nc2cc(=O)c(OCc1cccc(F)c1)cc2=O)c3cc4NC(=O)\C=C\CN(C)C
active,CHEMBL583403,CCC5=C1C(N=CN=C1Nc4ccc3n(Cc2cccc(F)c2)ncc3c4)N=C5NC(=O)OC[C@@H]6COCCN6
active,CHEMBL248115,Cc5cncc(COc4ccc(Nc2ncnn3ccc(CN1CCC(N)CC1)c23)cc4Cl)c5
active,CHEMBL225929,ClCCN(CCNN=Nc3ccc2ncnc(Nc1cccc(Cl)c1)c2c3)Cc4ccccc4
active,CHEMBL391778,NCC6CCN(Cc4ccn5ncnc(Nc3ccc2n(Cc1cccc(F)c1)ncc2c3)c45)CC6
active,CHEMBL92356,CCN4CCN(CC#CC(=O)Nc3ccc2ncnc(Nc1cccc(Br)c1)c2c3)CC4
active,CHEMBL205059,Fc4ccc(Nc2ncnc3cnc(NC(=O)C#CCCN1CCCCC1)cc23)cc4Cl
active,CHEMBL153409,Brc4cccc(Nc2ncnc3c1cccnc1sc23)c4
active,CHEMBL179310,CCOc5cc4ncc(C#N)c(Nc3ccc2N(Cc1ccccc1)CCc2c3)c4cc5NC(=O)\C=C\CN(C)C
active,CHEMBL178096,COc4cc3ncc(C#N)c(Nc2ccc(NCNc1ccccc1)c(Cl)c2)c3cc4NC(=O)\C=C\CN(C)C
active,CHEMBL404405,OC5CCN(CCOc3n[nH]c4ncnc(Nc2ccc(OCc1ccccn1)c(Cl)c2)c34)CC5
active,CHEMBL448172,CC4CCN(CCCOc3cc2ncnc(Cc1ccc(F)c(Cl)c1)c2nc3NC(=O)C=C)CC4
active,CHEMBL306732,CN(C)c4ccc(Nc2ncnc3cc(c1ccccc1)sc23)cc4
active,CHEMBL39320,Cn3ncc4cc2c(Nc1cccc(Br)c1)ncnc2cc34
active,CHEMBL63786,Brc4cccc(Nc2ncnc3cc1ccccc1cc23)c4
active,CHEMBL1077305,COc1ccccc1Cc7nc6ccc(c4nn(C3CCC(C2CCN(C)CC2)CC3)c5ncnc(N)c45)cc6[nH]7
active,CHEMBL436137,Cc1cccc(C)c1c5cc(C)c4nc(Nc3ccc(OCCN2CCCC2)cc3)nnc4c5
active,CHEMBL356324,Oc2ccc(\C=C(/C#N)S(=O)(=O)C(=C/c1ccc(O)c(O)c1)/C#N)cc2O
active,CHEMBL175556,CCOc4cc3ncc(C#N)c(Nc2ccc(OCc1ccccc1)c(Cl)c2)c3cc4NC(=O)\C=C\CN5CCOCC5
active,CHEMBL311109,NC(=O)C6CCN(Cc5ccc(c4cc3ncnc(Nc2ccc1[nH]ccc1c2)c3s4)cc5)CC6
active,CHEMBL1172843,OC[C@H](Nc3ncnc4oc(c1ccccc1)c(c2cccc(NC(=O)C=C)c2)c34)c5ccccc5
active,CHEMBL372246,CN4CCN(c3cc2ncnc(Nc1cc(Cl)c(Cl)cc1F)c2cc3NC(=O)C=C)CC4
active,CHEMBL176582,Cn3cnc4cc2ncnc(Nc1cccc(Br)c1)c2cc34
active,CHEMBL424093,Brc4cccc(Nc2ncnc3ccc(NN=NCc1ccccc1)cc23)c4
active,CHEMBL74722,Cc3[nH]c2ncnc(Nc1cccc(Br)c1)c2c3C
active,CHEMBL308593,Cc3[nH]c2ncnc(Nc1cccc(Cl)c1)c2c3c4ccccc4
active,CHEMBL28148,COc3cc2c(Nc1ccc(Cl)cc1F)ncnc2cc3OC/C=C/CN4CCCC4
active,CHEMBL602728,ClCCN(CCCl)c3ccc(C(=O)Nc1cccc2ccccc12)cc3
active,CHEMBL125086,CCOc4cc3ncnc(Nc2cccc(c1ccco1)c2)c3cc4OCC
active,CHEMBL607707,CCOc3cc2ncc(C#N)c(Nc1ccc(F)c(Cl)c1)c2cc3NC(=O)\C=C\CN(C)C
active,CHEMBL498133,Nc4ncnc(Nc3ccc2n(Cc1cccc(F)c1)ncc2c3)c4\C=N\N5CCOCC5
active,CHEMBL283088,COc3cc2c(Nc1ccc(Cl)cc1F)ncnc2cc3OCCN4CCN(C)CC4
active,CHEMBL213874,COc3cc2ncnc(Nc1cccc(Cl)c1F)c2cc3OCC4CCN(C)CC4
active,CHEMBL205284,Fc4cccc(COc3ccc(Nc1ncncc1C#Cc2cc[nH]n2)cc3Cl)c4
active,CHEMBL281872,COc3cc2c(Nc1ccc(Br)cc1F)ncnc2cc3OCCn4ccnn4
active,CHEMBL592457,Oc1ccc(Br)cc1\C=N\NC2=NC(=O)CS2
decoy,C09963331,Cc1ccc(c(c1)NC(=O)COC(=O)C2CCN(CC2)c3ccc(c[nH+]3)C(F)(F)F)OC
decoy,C01898749,CC(C)(C)c1ccc(cc1)c2nnc(n2c3ccccc3)SCC(=O)NNC(=C)c4ccc5ccccc5c4
decoy,C13567652,Cc1ccc(cc1)N2C3=C(C(=O)CC(C3)(C)C)[C@]4(c5ccccc5N(C4=O)CC#C)C(=C2N)C#N
decoy,C13507534,Cc1ccc(c(c1)C)N([C@@H](c2ccc(o2)C)C(=O)NC3CCCCC3)C(=O)CNC(=O)c4ccco4
decoy,C38872855,c1cc(sc1)c2nc(on2)C[NH+]3CCC(CC3)C(=O)NC45CC6CC(C4)CC(C6)C5
decoy,C40231287,CC(C)c1ccccc1OCCCn2c3ccccc3nc2C(C)C
decoy,C39313499,Cc1cc(nc(n1)N/C(=N/C(=O)CS[C@H]2N[NH2+]NN2C)/NCCc3c[nH]c4c3cc(cc4)Cl)C
decoy,C10908286,c1ccc(cc1)n2cc(c(n2)c3ccc(cc3)F)CNC(=O)c4ccc(c(c4)[N+](=O)[O-])N
decoy,C38714729,CCOc1ccc(cc1OCC)[C@@H]2c3c(=O)c4cc(c(cc4oc3C(=O)N2CCC[NH+](C)C)C)Cl
decoy,C13150992,CCC[C@H](C(=O)NC(C)(C)CC)N(C[C@@H]1CCCO1)C(=O)CNS(=O)(=O)c2ccc(cc2)F
decoy,C10575451,c1ccc2c(c1)CCCN2C(=O)COC(=O)C3(CCCCC3)O
decoy,C09124607,CCc1ccc(cc1)[C@@H]2C3=C(N=N[C@H]3C(=O)N2Cc4cccnc4)c5cc(cc(c5O)C)C
decoy,C04109065,CCC(C)(C)[C@H]1CCc2c(sc3c2C(=N[C@H](N3)c4ccccn4)O)C1
decoy,C21135427,Cc1cc(c(n1C[C@H]2COc3ccccc3O2)C)C(=O)COC(=O)c4cc(c(cc4OC)N)Cl
decoy,C02387673,CCn1c(nnc1SCC(=O)Nc2c(cc(cc2Cl)C)C)c3ccco3
decoy,C17014323,C[C@@H]1CCCC[C@H]1N2CNC(=NC2)Nc3nc4ccccc4s3
decoy,C36495372,Cc1ccccc1CC(=O)N(Cc2ccco2)[C@H](c3ccc4c(c3)OCO4)C(=O)NC(C)(C)CC(C)(C)C
decoy,C23946925,C[C@]1(C(=O)N(C(=O)N1)NC(=O)c2ccc(c(c2)NC(=O)c3cccs3)Cl)CCc4ccccc4
decoy,C00114173,c1cc(ccc1[C@H]2[NH2+][C@@H](CS2)C(=O)[O-])Cl
decoy,C39413348,C[NH+](C)CCN1C(=O)C[C@](C1=O)(CC(=O)N(C)C[C@@H]2C3=C(CCCC3)N=N2)c4ccccc4Cl
decoy,C08462813,CC[NH+](CC)CCN1[C@H](/C(=C(\c2ccc(cc2)Cl)/O)/C(=O)C1=O)c3ccc(cc3)C
decoy,C29641314,COc1cc(c(c(c1)OC)C2=CC[NH+](CC2)CC(=O)NC(=O)NCCc3cccs3)OC
decoy,C62811381,Cc1ccsc1CN(C)C(=O)c2c(c[nH]n2)N
decoy,C08436133,c1ccc(cc1)N2C(=O)[C@@H](SC2=O)Nc3ccc(cc3)[N+](=O)[O-]
decoy,C37443898,C[C@H]1CCCC[C@@H]1NC(=O)[C@@]2(Cn3c4ccccc4nc3C(=O)N2Cc5ccc6c(c5)OCO6)C
decoy,C39635919,Cc1ccc(c(c1F)C(=O)N2C[C@@H](C3(C2)CC[NH2+]CC3)C(=O)N[C@@H]4CCCC[C@@H]4C)Cl
decoy,C18527096,C[C@@H](c1cccc2c1cccc2)NC(=O)CSc3nnc(n3N)c4ccco4
decoy,C06648358,CCc1c(c(c2ccccc2n1)C)C(=O)OCC(=O)NC3(CCCCC3)C#N
decoy,C18355934,CC(C)[C@H](c1ccc2c(c1)OCCCO2)NC(=O)CSc3nnc(n3N)c4ccccc4Cl
decoy,C23125435,Cc1ccc(cc1)c2nc(on2)c3c[nH]nc3c4ccccc4
decoy,C36587483,CC(C)(C)CC(C)(C)NC(=O)[C@@H](c1ccc(c(c1)OC)OC)N(C(=O)CCc2ccc(cc2)OC)C(C)(C)C
decoy,C14456863,CCCC(=O)Nc1ccc2c(c1)[C@H]3C=CC[C@@H]3[C@@H](N2)c4ccc(s4)C
decoy,C15867874,Cc1cccc(c1)N2C(=O)NC3(N2)CCCCC3
decoy,C37254889,C[C@@H](c1ccc(cc1)I)[NH2+]CC2CCCC2
decoy,C03537236,CCn1c(nnc1SCC(=O)c2ccc3c(c2)NC(=O)CO3)c4ccc(cc4)Cl
decoy,C40019609,CCCC[NH+](CCCC)CCCN1[C@@H](C(=C(C1=O)[O-])C(=O)c2ccc(cc2)F)c3cccc(c3)OCC=C
decoy,C63384361,CCCNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2CC3=c4ccccc4=[NH+][C@H]3[C@@H]5N2C(=O)c6c5cccc6
decoy,C37928838,CCN(C1CCCCC1)S(=O)(=O)c2cc(ccc2N)Cl
decoy,C59427667,c1ccc(cc1)c2cc(c(n2c3ccc(cc3)[N+](=O)[O-])c4ccccc4)/C=N/NC(=O)c5ccc(cc5)O
decoy,C16460974,CCCNC(=O)c1csc(n1)CSc2nnc(n2c3ccccc3C)c4ccco4
decoy,C35279263,Cc1ccc(c(c1)O)NS(=O)(=O)N2CCCC[C@@H]2C
decoy,C33937119,CC[C@@H](c1nnnn1C[C@H]2CCCO2)[NH+](Cc3ccc4c(c3)OCO4)Cc5cc6cc(cc(c6[nH]c5=O)C)C
decoy,C42294529,c1cc(c(cc1N)F)c2cs/c(=N\S(=O)(=O)CC(=O)[O-])/[nH]2
decoy,C39635384,Cc1cc(=O)oc2c1cccc2OCC(=O)N3C[C@H](C4(C3)CC[NH2+]CC4)C(=O)NC5CCC5
decoy,C01418921,c1ccc2c(c1)nnn2CC(=O)N(Cc3ccc(cc3)F)[C@@H]([C@@H]4CCC=CC4)C(=O)Nc5ccc6c(c5)OCO6
decoy,C39676511,CC(C)[C@H](C(=O)N1C[C@@H](C2(C1)CC[NH2+]CC2)C(=O)NCCc3c[nH]c4c3cc(cc4)Cl)Oc5ccccc5
decoy,C09358981,C/C(=C\c1ccco1)/C=N/NC(=O)CSc2nnc(n2c3ccc(cc3)OC)c4ccc(cc4)C(C)(C)C
decoy,C39667178,Cc1ccc(c(c1)C)CCNC(=O)[C@@H]2CN(CC23CC[NH2+]CC3)C(=O)c4c(noc4C)C
decoy,C62977224,CC[NH+](CC)c1ccc(cc1)/C=C/2\C(=O)c3c(cc(c(c3O2)C[NH+]4CCN(CC4)c5ccc(cc5)OC)O)C
decoy,C12325049,c1ccc(cc1)c2csc3c2c(nc(n3)SCC(=O)NCc4ccco4)N
decoy,C52566133,CN(C)c1c2cc(ccc2[nH]n1)c3cc(cnc3)OC[C@H](CC4=c5ccccc5=[NH+]C4)[NH3+]
decoy,C63480010,Cc1ccc(cc1)N2C(=O)[C@@H]3[C@H](N[C@]4([C@@H]3C2=O)c5cc(ccc5NC4=O)F)CC6=c7ccccc7=[NH+]C6
decoy,C06659059,c1ccc2c(c1)C(=O)/C(=N/Nc3ccc(cc3)Br)/C(=O)O2
decoy,C67080408,CC[C@@H](c1[nH]c2ccccc2n1)NC(=O)NCc3c(c(c(cn3)C)OC)C
decoy,C12620128,Cc1ccc(o1)/C=C/2\C[C@H]3[C@H]4CC=C5C[C@H](CC[C@]5([C@@H]4CC[C@]3([C@@H]2O)C)C)O
decoy,C14022329,COc1ccc(cc1)S(=O)(=O)N2CCC[C@H](C2)C(=O)Nc3nc4c(s3)cccc4SC
decoy,C14882220,CC[C@]1(C(=O)N(C(=O)N1)Cc2ccc3c(c2)OCO3)C4CC[NH+](CC4)C[C@@H]5CCC=CC5
decoy,C64664465,Cc1ccc(cc1)c2csc(n2)c3c(n(nn3)c4cccc(c4C)Cl)N
decoy,C39678561,c1cc(cc(c1)OC(F)F)CNC(=O)[C@H]2CN(CC23CC[NH2+]CC3)C(=O)[C@@H]4CCC=CC4
decoy,C34979193,CC[C@H](C)[C@H](C(=O)N1CCN([C@@H](C1)C)C(=O)CCC2CCCC2)NC(=O)C(c3ccccc3)c4ccccc4
decoy,C12565519,c1ccc(cc1)C[NH+](Cc2ccccc2)CC(=O)Nc3cccc4c3C(=O)c5ccccc5C4=O
decoy,C00327160,CC[C@H](C)Sc1nc2c(n1CCC(C)C)c(=O)[nH]c(=O)n2C
decoy,C09600940,Cc1ccc(o1)[C@H]2C3=C(C[C@H](CC3=O)c4cccs4)NC(=C2C(=O)OCCOc5ccccc5)C
decoy,C15016650,Cc1cc[nH+]c(c1)N[C@@H](c2ccc3ccc(nc3c2O)C)c4c(cccc4Cl)F
decoy,C48288032,CCCCN(C)S(=O)(=O)NCc1cc[nH+]c(c1)N2CCN(CC2)c3ccc(cc3)F
decoy,C36065889,CCNC(=O)c1coc(n1)C[NH+](Cc2ccc3c(c2)OCO3)Cc4cc(ccc4C)C
decoy,C12487582,CCN([C@H]1CCS(=O)(=O)C1)C(=O)COC(=O)c2ccc(cc2)S(=O)(=O)NCc3ccco3
decoy,C58980029,c1ccc(cc1)Cc2c(sc(n2)NC(=O)Cc3c4ccccc4c(=O)[nH]n3)c5ccccc5
decoy,C36308132,Cn1c(c(c(n1)c2ccccc2)C[NH+](Cc3ccco3)C[C@@H](Cc4ccccc4)O)Oc5ccccc5
decoy,C49205170,Cc1c(sc(n1)NC(=O)N[C@H]2CCC[C@@H]([C@@H]2C)C)C
decoy,C09483398,CC1(CC2=C([C@@H](N(c3ccccc3N2)CC(=O)NCCC[NH+](C)C)c4ccc(cc4)Cl)C(=O)C1)C
decoy,C63411818,COc1ccc(c(c1)N2C(=O)/C(=C/N[C@H](CC3=c4ccccc4=[NH+]C3)C(=O)OC)/C(=O)NC2=S)OC
decoy,C24986374,C[C@H](c1nc(nc(n1)N(C)C)N)Sc2nc3ccccc3c(=O)n2CC[NH+](C(C)C)C(C)C
decoy,C23648551,CC[C@H](C)c1ccccc1NC(=O)[C@@H](C)Sc2nnc(n2N)c3ccc(cc3)OC(F)F
decoy,C36718396,c1ccc2c(c1)C[C@H](N(C2)C(=O)c3ccco3)C(=O)Oc4ccc(cc4)NC(=O)c5cccs5
decoy,C13065100,CC[C@H](c1nnnn1CCc2ccccc2)[NH+](Cc3ccc(cc3)C)Cc4cc5ccc(c(c5[nH]c4=O)C)C
decoy,C39933409,C[C@@H](C(=O)Nc1ccc(cc1)NC(=O)C)S[C@@H]2NN=C(N2c3ccccc3)C4=c5ccccc5=[NH+]C4
decoy,C36206968,Cc1c2c(=O)[nH]c(nc2sc1C(=O)OC)C[NH+](C[C@@H](COC(C)(C)C)O)C3CCCCC3
decoy,C64741070,Cc1ccccc1CSC2=NC(=O)[C@@H]3[C@@H](CC(=O)NC3=N2)C(=O)Nc4ccccc4C
decoy,C15401521,C[C@@H]1C[C@@H](CN(C1)C(=O)Nc2c[nH]c3c2cccc3)C
decoy,C07748265,c1ccc(cc1)[C@H](c2cccs2)[NH2+]CC(=O)NN3C(=O)C4(CCCCC4)NC3=O
decoy,C01158668,Cc1ccc(c(c1)C)NC(=O)C2=C(NC(=S)N[C@@H]2c3ccc(c(c3)[N+](=O)[O-])Cl)C
decoy,C36068017,CC[C@H](C(=O)OC(C)C)n1c(nc2c(c1=O)c3c(s2)CCCC3)C[NH+](C)C
decoy,C22455144,Cc1ccccc1Nc2c3c([nH]n2)C[C@H](CC3=O)C
decoy,C31250415,C[C@H](c1ccc(cc1)C(C)C)NC(=O)[C@H]2CCCN2S(=O)(=O)c3ccc4c(c3)OCCO4
decoy,C45696281,C[C@H](c1ccc(c(c1)Cl)Cl)NC(=O)Nc2ccccc2SCC(=O)N
decoy,C13352346,c1cc(ccc1/C=N/NC(=S)Nc2cc(ccc2Cl)C(F)(F)F)OCC(=O)[O-]
decoy,C19236988,Cc1ccccc1[C@H]2[C@@H]3[C@H](C(=O)N(C3=O)c4ccc(cc4)F)[C@](N2)(C)C(=O)OC
decoy,C30689385,C=CCn1c(n[nH]c1=S)Cc2csc(n2)NC(=O)c3c(cco3)c4ccccc4
decoy,C06900119,CCCn1c2ccccc2c3c1c(=O)n(nc3)CC(=O)NCC[NH+]4CCCC[C@H]4C
decoy,C39456407,CC(C)S(=O)(=O)[C@@H]1CC(=O)c2c(c3c(cc4c(n3)cccc4SC)c(=O)n2S(=O)(=O)C(C)C)N1
decoy,C08765435,CC(=O)c1ccc(cc1)N2C(=O)C[C@H](C2=O)[NH+]3CCc4c(c5ccccc5[nH]4)C3
decoy,C01204161,Cc1ccc(c(c1)NC(=O)c2cnn3c2nc(cc3C(F)(F)F)c4cccs4)O
decoy,C67132943,c1ccc(cc1)[C@H](c2ccco2)[NH2+]Cc3csc(n3)c4cccs4
decoy,C20289262,C[C@H]([C@H](c1cccs1)N2CCN(CC2)c3ccc(cc3)OC)NC(=O)C(=O)NCC[NH+](C)C
decoy,C63201984,c1cc(c(cc1F)NC(=O)c2cc3c(s2)CCC3)N
decoy,C04017469,c1cc(cc(c1)[N+](=O)[O-])C(=O)N[C@H](C(Cl)(Cl)Cl)NC(=S)Nc2ccc(cc2)[N+](=O)[O-]
decoy,C06077709,CCC(C)(C)n1c(nnn1)[C@H](c2cc3cc(cc(c3[nH]c2=O)C)C)[NH+]4CCN(CC4)c5ccc(cc5)OC
decoy,C13008200,C[C@H]1CC(=O)Nc2ccccc2N1C(=O)C[NH+](C)Cc3c4ccccc4ccc3O
decoy,C10064231,CCOC(=O)Cn\1c2ccc(cc2s/c1=N\C(=O)Cc3ccc(c(c3)C)C)S(=O)(=O)N
decoy,C39671069,c1ccc(cc1)c2ccc(o2)C(=O)N3C[C@H](C4(C3)CC[NH2+]CC4)C(=O)NCCc5ccco5
decoy,C20678926,CCOCCOc1cccc2c1N[C@@H]([C@@H]3[C@H]2C=CC3)c4ccc(cc4)OC
decoy,C33551463,CCOc1ccc2c(c1)sc(n2)N3[C@@H](C(=C(C3=O)[O-])C(=O)c4cccs4)c5cccs5
decoy,C14994711,COc1ccc(cc1)C2(CCCC2)C(=O)NC[C@H]3Cc4cc(ccc4O3)c5ccc(nn5)OC
decoy,C02256969,CC(C)Cc1c2c(c3c(c(oc3n1)C(=O)c4ccc(cc4)Cl)N)CC(OC2)(C)C
decoy,C12039847,c1ccc(cc1)CCCn2cnc3c(c2=O)c4c(s3)C[C@@H](CC4)[NH2+]Cc5ccc(cc5)n6cccn6
decoy,C39762619,C[C@@H](c1nnc(n1CC(C)C)SCC(=O)Nc2ccccc2C(C)C)NC(=O)c3ccc(cc3)Cl
decoy,C22000893,C[C@H]1C[C@@]2(CC(C1)(C)C)C(=O)N(C(=O)N2)CC(=O)OCC(=O)Nc3ccccc3C(C)(C)C
decoy,C20928976,Cc1ccc(c(c1)N2C(=O)CN(C[C@]2(C)C(=O)NC3CCCC3)S(=O)(=O)c4ccccc4)C
decoy,C35246361,CCCCN1C(=C([C@@H](NC1=O)c2cccc(c2)NC(=O)c3ccc4c(c3)OCO4)C(=O)OC(C)C)C
decoy,C62198656,CC(C)(C)n1c(cc(n1)C(=O)N2CCc3ccccc3C2)N
decoy,C09428498,CC1(C[C@H]2C[C@@](C1)(C[NH+]2CN3c4ccccc4/C(=N/NC(=O)CO/N=C/c5ccc(cc5)OC)/C3=O)C)C
decoy,C21364784,CCCC[NH+](CC)CCN1C(=O)c2ccc(n2C[C@@]1(C)C(=O)NC3CCCC3)c4ccco4
decoy,C43547783,C[C@@]1(CC[C@@]2([C@@H](C1)C(C[C@@H]2[NH2+]C3CCC3)(C)C)CCC(=O)NCCc4c[nH]c5c4cccc5)O
decoy,C38679227,CCCOc1ccc(cc1)C(=O)Oc2ccc3c(c2)OC(=C([C@H]3c4ccc(c(c4)OCC)OCC)C#N)N
decoy,C06082908,C[C@@H](c1ccc(cc1)Cl)OC[C@@H](C[NH+](Cc2ccccc2O)C3CCCCC3)O
decoy,C16656445,CCS(=O)(=O)N1Cc2ccccc2C[C@H]1C(=O)OCC(=O)NC(=O)Nc3cccc(c3C)C
decoy,C09467755,Cc1cccc2n1cc(n2)C(=O)Nc3[nH]nc(n3)SCc4ccc(cc4)Cl
decoy,C13722516,CC1(CC(CC([NH2+]1)(C)C)N2Cc3c(ccc4c3occ(c4=O)c5ccccc5OC)OC2)C
decoy,C16833026,CSc1ccc(cc1)NC(=O)CCNC(=O)NC23CC4CC(C2)CC(C4)C3
decoy,C39866005,C/C(=C/1\C(=O)N(/C(=N\c2nc(cs2)c3ccccc3)/S1)c4ccccc4)/c5ccc(cc5)N
decoy,C39856156,CCCCOc1ccc(cc1)NC(=O)c2c(c\3c(o2)CC(C/C3=N\NC(=S)N)(C)C)C
decoy,C06879832,Cc1csc(n1)N(c2ccccc2)C(=O)Cn3cnc4c(c3=O)ccs4
decoy,C14546651,c1cc2c(c(c1)O)N[C@H]([C@@H]3[C@@H]2C=CC3)c4c(cccc4Cl)Cl
decoy,C08700768,CCOc1ccc(cc1)/N=C\2/N(C(=O)/C(=C/3\c4ccccc4NC3=O)/S2)c5ccc(cc5)OCC
decoy,C36540909,CCC(CC)[C@@H](C(=O)NCS(=O)(=O)c1ccc(cc1)C)N(c2ccccc2Cl)C(=O)C3CCCCC3
decoy,C16492687,c1ccc(cc1)c2cc(n(n2)c3nnc4n3NC(=CS4)c5ccc(cc5)N)c6ccccc6
decoy,C08820993,CCc1ccccc1/N=C\2/NC(=O)/C(=C\c3ccc(o3)c4ccc(c(c4)Cl)Cl)/S2
decoy,C33729282,C[C@]12CCCC[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4([C@@H]3CC[C@@]4(CSCC[NH3+])O)C
decoy,C28783576,c1cc2c(cc1NS(=O)(=O)c3cc(cc(c3)F)F)OC4(O2)CCCCC4
decoy,C06300500,Cc1cc(c2c(c1)cc(c(=O)[nH]2)C[NH+](Cc3ccccc3)Cc4nnnn4C[C@H]5CCCO5)C
decoy,C16495552,CC(C)[C@H](c1ccc2c(c1)OCCO2)NC(=O)Cc3csc(n3)NC(=O)c4ccco4
decoy,C36287816,CN(CC(=O)N1CCNCC1)C(=O)NC2CCCCC2
decoy,C05867364,Cc1ccc(cc1)c2nc([nH]n2)S[C@@H](C)C(=O)N3CCCC3
decoy,C44917576,Cc1c2c(oc1C(=O)N[C@H](C)c3cccnc3)CC(CC2=O)(C)C
decoy,C21659003,Cc1ccc(cc1)c2c3c(c4n2-c5ccccc5N[C@H]4c6cccc(c6O)O)n(c(=O)n(c3=O)C)C
decoy,C12507682,c1cc(c(cc1OCCO)Br)[C@H]2NC(=[NH+]c3n2c4cc5c(cc4n3)OCCCO5)N
decoy,C06053332,Cc1ccc(c(c1)C)NC(=O)C2=C(NC(=O)N[C@H]2c3ccc(o3)C)C
